Dt_Customer,YearsOfEnrollment,Age,Education,Marital_Status,Kidhome,Teenhome,Recency,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response,accepted_cmp_before,qtd_cmp_accepted,Cluster
2013-04-08,1,43,Graduation,Together,1,2,90,74854.0,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,0,0,5
2012-09-11,2,58,Master,Married,0,0,1,66991.0,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,0,0,1
2012-09-14,2,39,2n Cycle,Married,1,0,25,0.0,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,0,0,2
2013-03-17,1,54,Graduation,Married,0,1,29,65031.0,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,0,0,3
2013-04-05,1,38,PhD,Married,1,1,88,60631.0,565,6,65,0,6,19,5,9,2,8,7,0,0,0,1,0,0,0,0,1,6
2014-04-30,0,62,Graduation,Married,0,0,58,28332.0,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,0,0,2
2012-12-19,2,35,Graduation,Divorced,1,0,68,40246.0,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,0,0,6
2012-08-27,2,40,Master,Married,0,0,34,75251.0,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,0,0,2
2012-10-12,2,36,Graduation,Single,0,0,40,75825.0,1032,105,779,137,105,51,0,5,8,9,4,0,0,1,0,0,0,1,0,1,5
2013-09-04,1,37,2n Cycle,Together,0,0,12,26326.0,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,0,0,0,1
2013-01-02,1,48,Graduation,Together,0,0,9,56046.0,577,0,64,0,0,51,2,10,1,8,8,0,0,1,0,0,0,1,0,1,4
2012-08-29,2,27,Graduation,Single,1,0,87,29760.0,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,0,0,6
2013-06-23,1,44,Graduation,Married,1,0,5,26304.0,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,0,0,1
2013-07-03,1,40,2n Cycle,Married,1,0,87,23559.0,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,0,0,6
2013-05-11,1,50,Master,Together,0,0,56,38620.0,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,0,0,3
2014-02-25,0,27,Graduation,Divorced,0,0,18,81361.0,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,0,0,3
2013-08-11,1,53,Graduation,Married,1,1,95,29440.0,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,0,0,0,6
2013-07-16,1,43,Master,Married,1,1,48,36138.0,130,0,16,0,0,5,5,3,1,4,7,0,0,0,1,0,0,0,0,1,2
2014-05-28,0,57,Graduation,Single,0,1,3,50388.0,292,6,37,0,3,34,4,6,1,6,7,1,0,0,1,0,0,1,1,2,4
2014-05-12,0,41,Graduation,Married,0,0,70,79593.0,350,60,568,110,133,145,1,5,6,7,2,0,0,0,0,1,0,0,0,1,3
2014-01-21,0,47,Graduation,Together,0,1,79,54178.0,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,0,0,6
2012-11-19,2,55,PhD,Married,2,1,4,0.0,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,0,0,0,4
2014-05-27,0,57,Graduation,Single,1,1,45,0.0,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0,0,2
2013-11-23,1,40,Master,Together,0,0,87,0.0,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0,0,0,6
2014-03-23,0,42,Master,Single,1,0,69,42394.0,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,0,0,6
2014-05-24,0,44,PhD,Married,1,0,84,23626.0,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,0,0,6
2014-05-22,0,31,Graduation,Married,1,0,30,30096.0,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,0,0,2
2012-11-22,2,52,Graduation,Widow,0,1,72,47916.0,505,0,26,0,0,75,5,7,4,6,6,0,0,0,1,0,0,0,0,1,5
2013-04-11,1,41,Graduation,Divorced,1,1,37,51813.0,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,0,0,2
2013-12-01,1,62,2n Cycle,Married,0,0,44,78497.0,207,26,447,75,0,223,1,5,7,12,2,1,0,0,0,0,0,0,1,1,3
2013-06-20,1,30,PhD,Married,0,0,32,50150.0,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,0,0,2
2013-07-23,1,53,2n Cycle,Single,0,1,0,47823.0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,0,0,0,1
2014-03-30,0,55,PhD,Single,0,1,43,34554.0,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0,0,0,2
2013-04-20,1,34,Graduation,Together,0,1,59,85693.0,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,0,0,3
2013-05-17,1,68,PhD,Married,0,0,68,65846.0,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,0,0,5
2014-05-08,0,55,Graduation,Married,0,0,35,87195.0,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,1,0,0,4
2013-12-10,1,34,Basic,Together,1,0,94,24594.0,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,0,0,6
2013-09-24,1,49,Graduation,Married,1,1,15,49096.0,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,0,0,1
2013-02-02,1,44,Graduation,Married,0,2,56,52413.0,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,0,0,5
2012-12-19,2,34,Graduation,Single,1,0,17,38557.0,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,0,0,4
2012-12-07,2,52,Master,Married,0,0,18,89058.0,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,0,0,4
2013-11-02,1,34,Graduation,Together,0,1,46,77298.0,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,0,0,3
2012-11-10,2,21,PhD,Single,0,0,40,68126.0,1332,17,311,23,51,86,1,7,4,5,9,0,0,0,1,0,0,1,0,1,3
2014-06-25,0,51,Master,Together,0,1,27,57288.0,527,0,21,0,0,60,3,8,1,8,6,0,0,0,1,0,0,0,0,1,4
2013-01-02,1,22,Graduation,Single,0,0,95,86037.0,490,44,125,29,20,22,1,6,7,11,3,0,0,0,1,1,0,1,0,2,6
2012-12-12,2,32,PhD,Married,1,0,19,43974.0,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,0,0,3
2013-09-10,1,51,Graduation,Single,1,1,27,50785.0,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,0,0,4
2014-01-24,0,44,Graduation,Married,0,0,25,90765.0,547,99,812,151,82,33,0,4,6,5,1,1,0,0,0,1,0,0,1,2,4
2013-02-19,1,35,2n Cycle,Married,1,0,74,36550.0,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,0,0,0,3
2013-07-11,1,46,2n Cycle,Together,1,1,85,30753.0,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,0,0,6
2013-11-14,1,44,Graduation,Together,1,0,37,21918.0,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,0,0,0,2
2013-06-20,1,60,Master,Together,0,1,65,56129.0,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,0,0,5
2014-02-24,0,47,Master,Single,1,0,13,32557.0,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,1,0,0,1
2013-09-04,1,28,Master,Married,2,0,63,19510.0,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0,0,0,6
2013-04-22,1,37,Graduation,Divorced,1,0,83,30992.0,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,0,0,6
2013-03-12,1,30,Graduation,Single,0,0,69,101970.0,722,27,102,44,72,168,0,6,8,13,2,1,0,0,1,1,0,1,1,3,3
2013-02-18,1,48,2n Cycle,Together,0,0,87,71488.0,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,0,0,3
2013-04-21,1,29,Graduation,Single,0,0,37,79607.0,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,1,0,0,3
2014-06-08,0,61,Master,Married,1,1,51,54348.0,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,0,0,2
2013-07-11,1,52,PhD,Married,0,1,23,0.0,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,0,0,1
2014-05-10,0,58,PhD,Together,1,1,72,77376.0,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,0,0,0,2
2013-09-30,1,61,Graduation,Married,0,1,10,62998.0,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,0,0,4
2013-03-10,1,55,Master,Alone,1,1,42,61331.0,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,0,0,0,5
2014-02-10,0,45,Graduation,Married,0,0,10,73448.0,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,0,0,3
2013-08-11,1,50,Graduation,Married,0,1,96,0.0,231,65,196,38,71,124,1,6,5,7,4,0,0,0,0,0,0,0,0,0,5
2013-08-14,1,49,PhD,Married,1,1,51,41551.0,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,0,0,2
2013-03-17,1,46,PhD,Together,0,0,21,62981.0,796,14,590,38,44,0,1,4,5,13,3,0,0,0,1,0,0,0,0,1,1
2012-08-08,2,36,Basic,Divorced,1,0,31,9548.0,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,0,0,2
2013-07-07,1,54,PhD,Married,2,1,61,33762.0,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,0,0,2
2014-05-19,0,41,PhD,Alone,1,1,37,35860.0,15,0,8,4,2,20,2,1,1,2,5,0,0,1,0,0,0,1,0,1,2
2013-07-28,1,48,PhD,Divorced,1,1,74,36921.0,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,0,0,0,6
2012-10-19,2,20,Master,Single,0,0,46,92859.0,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,0,0,0,6
2013-11-14,1,37,Master,Together,0,1,4,65104.0,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,1,0,0,4
2013-04-19,1,51,Graduation,Married,0,0,73,86111.0,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,0,0,0,3
2013-08-28,1,39,PhD,Single,0,1,47,68352.0,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,0,0,0,5
2013-03-19,1,25,Graduation,Together,1,0,13,41883.0,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,0,0,3
2012-10-18,2,36,Graduation,Married,0,2,36,59809.0,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,0,0,0,5
2012-10-28,2,37,Graduation,Married,1,0,47,23957.0,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,0,1,0,0,2
2013-08-28,1,32,Graduation,Together,1,0,49,38547.0,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,0,0,0,6
2012-08-22,2,39,2n Cycle,Married,2,1,94,35688.0,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,0,0,6
2014-06-21,0,48,Master,Married,0,0,65,49605.0,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,0,0,0,6
2014-04-24,0,61,Master,Married,0,2,59,59354.0,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,0,0,2
2014-03-07,0,45,Graduation,Married,0,1,96,65747.0,346,17,48,23,13,13,4,8,1,6,6,0,0,0,1,0,0,0,0,1,6
2012-12-14,2,40,2n Cycle,Together,0,1,28,46344.0,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,0,0,3
2014-05-12,0,26,Graduation,Alone,1,0,12,34176.0,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,0,0,4
2012-10-09,2,60,PhD,Together,0,1,57,61010.0,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,0,0,5
2013-02-19,1,64,Graduation,Together,0,0,10,69372.0,997,26,269,34,13,42,1,10,4,6,4,0,0,0,1,1,0,1,0,2,4
2013-07-08,1,55,Graduation,Single,0,1,4,49967.0,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,0,0,1
2013-09-12,1,35,Graduation,Single,1,2,49,60199.0,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,6
2013-10-17,1,36,Graduation,Together,0,1,3,55375.0,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,0,0,1
2013-08-20,1,58,Graduation,Single,0,0,64,80317.0,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,0,0,5
2013-07-01,1,55,Master,Single,2,1,0,30523.0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,0,0,1
2012-11-05,2,67,PhD,Married,0,0,20,70356.0,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,0,0,4
2014-01-05,0,30,Graduation,Married,1,0,91,23228.0,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0,0,0,6
2013-05-01,1,38,PhD,Divorced,0,0,9,74165.0,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,0,0,1
2014-03-01,0,41,PhD,Married,0,1,98,157243.0,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,0,0,0,6
2013-11-13,1,47,Graduation,Together,2,1,83,43482.0,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,0,0,6
2013-11-18,1,60,Graduation,Divorced,0,0,27,62551.0,125,16,98,134,21,27,1,6,7,4,3,0,0,1,0,0,0,0,0,1,4
2013-08-28,1,54,Graduation,Divorced,0,0,63,52332.0,212,5,33,7,0,2,1,3,2,6,4,0,0,0,1,0,0,0,0,1,2
2013-11-02,1,25,Graduation,Single,0,0,46,66951.0,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,0,0,3
2014-02-25,0,57,Graduation,Together,1,1,84,26091.0,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,0,0,6
2014-04-21,0,49,Graduation,Together,1,1,58,33456.0,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,0,0,2
2013-07-13,1,31,Graduation,Married,1,0,78,28718.0,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,0,0,6
2014-04-21,0,44,Graduation,Married,2,0,4,50447.0,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,0,0,4
2014-01-30,0,55,PhD,Together,1,1,17,53537.0,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,0,0,1
2014-04-04,0,47,Graduation,Single,0,1,77,52074.0,59,0,12,0,0,48,1,2,2,2,4,0,0,1,0,0,0,0,0,1,5
2012-09-12,2,37,PhD,Married,0,1,56,80427.0,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,0,0,5
2012-12-16,2,64,PhD,Married,0,0,79,83837.0,847,66,119,86,89,111,1,9,10,5,4,1,0,0,1,0,0,1,1,2,5
2014-05-23,0,44,PhD,Married,1,1,90,38853.0,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,0,0,6
2014-06-24,0,55,Graduation,Together,2,1,96,38285.0,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,6
2013-12-01,1,62,2n Cycle,Married,0,0,44,78497.0,207,26,447,75,0,223,1,5,7,12,2,1,0,0,0,0,0,0,1,1,3
2014-05-11,0,38,PhD,Married,0,1,81,51650.0,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,0,0,6
2014-05-10,0,26,2n Cycle,Married,1,0,77,16248.0,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,0,0,6
2013-09-28,1,67,Master,Married,0,0,21,66835.0,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,0,0,3
2014-01-22,0,30,Master,Married,1,0,16,30477.0,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,0,0,1
2014-06-15,0,53,Basic,Married,0,0,80,28249.0,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,0,0,6
2012-12-05,2,29,Graduation,Married,1,0,45,25271.0,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,0,0,6
2014-03-08,0,44,PhD,Single,0,1,63,32303.0,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,0,0,6
2013-08-02,1,47,Graduation,Married,0,1,34,61286.0,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,0,0,3
